date,area_id,lat,lon,year,month,temperature_2m_mean,precipitation_sum,dewpoint_2m_mean,surface_pressure_mean
2018-06-01,commune_19571190,21.5,103.0,2018,6,24.404266,403.69034,22.088867,906.1239
2018-07-01,commune_19571190,21.5,103.0,2018,7,24.713165,515.27026,22.548798,904.16327
2018-08-01,commune_19571190,21.5,103.0,2018,8,24.011292,667.3622,22.336578,904.8522
2018-09-01,commune_19571190,21.5,103.0,2018,9,24.209686,193.51959,21.573883,909.8342
2018-10-01,commune_19571190,21.5,103.0,2018,10,22.071503,56.476593,19.081024,914.4994
2018-11-01,commune_19571190,21.5,103.0,2018,11,20.10199,25.177002,16.213654,914.8706
2018-12-01,commune_19571190,21.5,103.0,2018,12,17.461456,47.092438,14.11673,915.6156
2019-01-01,commune_19571190,21.5,103.0,2019,1,16.560455,84.68628,13.996857,916.29047
2019-02-01,commune_19571190,21.5,103.0,2019,2,19.969482,25.405884,13.993927,913.1993
2019-03-01,commune_19571190,21.5,103.0,2019,3,21.838501,26.435852,14.985321,910.9886
2019-04-01,commune_19571190,21.5,103.0,2019,4,25.070312,28.209686,17.552185,909.40295
2019-05-01,commune_19571190,21.5,103.0,2019,5,26.696136,105.05676,20.329071,907.23737
2019-06-01,commune_19571190,21.5,103.0,2019,6,26.225128,191.80298,22.210876,906.29376
2019-07-01,commune_19571190,21.5,103.0,2019,7,25.049469,369.64417,22.584991,905.8042
2019-08-01,commune_19571190,21.5,103.0,2019,8,25.120392,389.49966,22.687653,905.54407
2019-09-01,commune_19571190,21.5,103.0,2019,9,23.78006,90.408325,20.568024,911.4122
2019-10-01,commune_19571190,21.5,103.0,2019,10,22.734589,59.280396,19.12381,913.78705
2019-11-01,commune_19571190,21.5,103.0,2019,11,20.176788,8.811951,15.741394,914.7568
2019-12-01,commune_19571190,21.5,103.0,2019,12,16.082,9.441376,10.159668,916.40173
2020-01-01,commune_19571190,21.5,103.0,2020,1,18.187775,5.378723,12.103485,913.9394
2020-02-01,commune_19571190,21.5,103.0,2020,2,18.252472,13.046265,12.538727,915.03625
2020-03-01,commune_19571190,21.5,103.0,2020,3,22.332886,59.595108,15.532379,910.8075
2020-04-01,commune_19571190,21.5,103.0,2020,4,21.306122,159.4162,16.891144,912.95013
2020-05-01,commune_19571190,21.5,103.0,2020,5,26.203552,69.58008,20.279083,908.7586
2020-06-01,commune_19571190,21.5,103.0,2020,6,25.442749,199.35608,21.79654,906.9536
2020-07-01,commune_19571190,21.5,103.0,2020,7,25.19693,215.49225,22.2482,907.46545
2020-08-01,commune_19571190,21.5,103.0,2020,8,24.374542,378.79944,22.272797,906.4636
2020-09-01,commune_19571190,21.5,103.0,2020,9,24.108337,297.71805,22.001434,909.22485
2020-10-01,commune_19571190,21.5,103.0,2020,10,21.212372,101.22299,18.539825,912.5661
2020-11-01,commune_19571190,21.5,103.0,2020,11,19.682404,7.724762,15.632416,916.00055
2020-12-01,commune_19571190,21.5,103.0,2020,12,15.7565,0.6866455,11.653076,915.53625
2021-01-01,commune_19571190,21.5,103.0,2021,1,14.120819,16.765594,10.360992,914.9741
2021-02-01,commune_19571190,21.5,103.0,2021,2,18.100128,76.04599,13.796234,913.40906
2021-03-01,commune_19571190,21.5,103.0,2021,3,21.58902,29.354095,15.793793,911.35376
2021-04-01,commune_19571190,21.5,103.0,2021,4,23.172089,147.22824,18.885284,911.03815
2021-05-01,commune_19571190,21.5,103.0,2021,5,25.506561,98.47641,21.028534,908.66907
2021-06-01,commune_19571190,21.5,103.0,2021,6,25.074738,283.8707,22.060638,906.2511
2021-07-01,commune_19571190,21.5,103.0,2021,7,24.690308,377.3117,22.303986,906.20483
2021-08-01,commune_19571190,21.5,103.0,2021,8,24.581573,286.50284,21.996216,907.8094
2021-09-01,commune_19571190,21.5,103.0,2021,9,24.098785,122.39456,21.474579,910.3501
2021-10-01,commune_19571190,21.5,103.0,2021,10,21.631744,129.54712,19.44107,912.5742
2021-11-01,commune_19571190,21.5,103.0,2021,11,19.04013,36.10611,16.696045,914.65173
2021-12-01,commune_19571190,21.5,103.0,2021,12,15.31546,11.672974,12.016327,917.2441
2022-01-01,commune_19571190,21.5,103.0,2022,1,16.446472,58.50792,13.495453,913.83093
2022-02-01,commune_19571190,21.5,103.0,2022,2,15.424805,110.89325,12.61972,913.4572
2022-03-01,commune_19571190,21.5,103.0,2022,3,21.807526,86.517334,18.681793,910.6303
2022-04-01,commune_19571190,21.5,103.0,2022,4,22.075317,83.94241,17.676727,911.31226
2022-05-01,commune_19571190,21.5,103.0,2022,5,23.04776,267.79175,20.414886,908.34467
2022-06-01,commune_19571190,21.5,103.0,2022,6,24.442627,311.73706,21.982574,906.7049
2022-07-01,commune_19571190,21.5,103.0,2022,7,25.702179,153.46527,22.25766,906.67944
2022-08-01,commune_19571190,21.5,103.0,2022,8,24.753326,554.8096,22.311096,906.9911
2022-09-01,commune_19571190,21.5,103.0,2022,9,23.803314,137.9013,21.332367,910.0455
2022-10-01,commune_19571190,21.5,103.0,2022,10,22.056366,45.261383,17.828644,914.33545
2022-11-01,commune_19571190,21.5,103.0,2022,11,20.936188,27.35138,16.621887,913.35
2022-12-01,commune_19571190,21.5,103.0,2022,12,15.778809,23.517609,12.144562,915.4888
2023-01-01,commune_19571190,21.5,103.0,2023,1,15.054108,2.002716,10.471954,915.53033
2023-02-01,commune_19571190,21.5,103.0,2023,2,18.704529,12.702942,12.923553,913.9811
2023-03-01,commune_19571190,21.5,103.0,2023,3,21.131683,20.971298,15.500336,912.7022
2023-04-01,commune_19571190,21.5,103.0,2023,4,25.105164,35.419464,17.19461,908.82904
2023-05-01,commune_19571190,21.5,103.0,2023,5,26.167114,81.82526,20.024017,908.4768
2023-06-01,commune_19571190,21.5,103.0,2023,6,25.509003,238.5521,22.044403,906.7088
2023-07-01,commune_19571190,21.5,103.0,2023,7,25.709808,188.82751,22.368073,906.97
2023-08-01,commune_19571190,21.5,103.0,2023,8,24.175323,473.04153,22.356232,906.5628
2023-09-01,commune_19571190,21.5,103.0,2023,9,24.692352,167.08374,21.927338,909.2957
2023-10-01,commune_19571190,21.5,103.0,2023,10,22.969116,79.021454,19.98999,913.99664
2023-11-01,commune_19571190,21.5,103.0,2023,11,19.783112,29.86908,16.536102,916.1926
2023-12-01,commune_19571190,21.5,103.0,2023,12,17.790436,9.441376,14.235199,916.59546
2024-01-01,commune_19571190,21.5,103.0,2024,1,16.606659,35.01892,13.575989,915.6103
2024-02-01,commune_19571190,21.5,103.0,2024,2,20.223175,10.070801,11.915802,913.9916
2024-03-01,commune_19571190,21.5,103.0,2024,3,22.045746,20.828247,14.507782,911.94653
2024-04-01,commune_19571190,21.5,103.0,2024,4,27.362152,11.100769,17.203247,907.77344
2024-05-01,commune_19571190,21.5,103.0,2024,5,24.960052,301.38016,21.226196,909.2495
2024-06-01,commune_19571190,21.5,103.0,2024,6,25.130127,376.91116,22.769928,906.9359
2024-07-01,commune_19571190,21.5,103.0,2024,7,25.037506,524.31104,22.787506,905.84674
2024-08-01,commune_19571190,21.5,103.0,2024,8,24.190948,407.58133,22.342987,908.1531
2024-09-01,commune_19571190,21.5,103.0,2024,9,24.382782,408.38242,22.328888,907.8183
2024-10-01,commune_19571190,21.5,103.0,2024,10,22.743256,43.48755,19.599213,913.1083
2024-11-01,commune_19571190,21.5,103.0,2024,11,20.079926,7.123947,15.509552,915.2341
2024-12-01,commune_19571190,21.5,103.0,2024,12,16.799713,9.441376,13.328461,915.42914
2025-01-01,commune_19571190,21.5,103.0,2025,1,15.126038,4.0626526,10.023468,915.418
2025-02-01,commune_19571190,21.5,103.0,2025,2,18.052643,17.223358,13.166748,914.37915
2025-03-01,commune_19571190,21.5,103.0,2025,3,20.910034,16.25061,13.689606,912.3678
2025-04-01,commune_19571190,21.5,103.0,2025,4,23.100677,94.58542,18.50119,911.017
2025-05-01,commune_19571190,21.5,103.0,2025,5,24.470123,174.98016,20.84616,909.1744
2025-06-01,commune_19571190,21.5,103.0,2025,6,24.7966,318.37463,22.246552,906.7254
2025-07-01,commune_19571190,21.5,103.0,2025,7,24.28067,675.2014,22.344513,904.6241
2010-01-01,commune_19571191,21.25,103.0,2010,1,17.012115,23.345947,13.366364,922.4387
2010-02-01,commune_19571191,21.25,103.0,2010,2,18.799225,14.247894,11.092834,919.13873
2010-03-01,commune_19571191,21.25,103.0,2010,3,20.878632,12.187958,13.59082,919.5614
2010-04-01,commune_19571191,21.25,103.0,2010,4,24.230194,98.41919,17.983398,917.53564
2010-05-01,commune_19571191,21.25,103.0,2010,5,26.344513,143.85223,21.459991,914.3803
2010-06-01,commune_19571191,21.25,103.0,2010,6,26.058746,165.25269,22.16037,914.57635
2010-07-01,commune_19571191,21.25,103.0,2010,7,25.48758,324.61166,22.300995,914.5806
2010-08-01,commune_19571191,21.25,103.0,2010,8,24.768707,231.5712,22.232574,915.2572
2010-09-01,commune_19571191,21.25,103.0,2010,9,24.488007,370.0447,22.0784,916.8862
2010-10-01,commune_19571191,21.25,103.0,2010,10,22.01004,81.88248,18.851868,919.6
2010-11-01,commune_19571191,21.25,103.0,2010,11,18.752441,11.444092,14.531982,922.03204
2010-12-01,commune_19571191,21.25,103.0,2010,12,17.667328,38.223267,14.138031,919.8616
2011-01-01,commune_19571191,21.25,103.0,2011,1,13.683136,22.087097,10.726624,922.2053
2011-02-01,commune_19571191,21.25,103.0,2011,2,18.161896,17.45224,12.85025,918.89575
2011-03-01,commune_19571191,21.25,103.0,2011,3,17.687073,95.644,13.6285095,921.2488
2011-04-01,commune_19571191,21.25,103.0,2011,4,22.43814,94.58542,18.97107,918.79065
2011-05-01,commune_19571191,21.25,103.0,2011,5,24.004852,180.87387,20.725067,915.9122
2011-06-01,commune_19571191,21.25,103.0,2011,6,25.10205,240.44037,22.34378,912.50336
2011-07-01,commune_19571191,21.25,103.0,2011,7,25.099823,235.29053,22.340546,912.97296
2011-08-01,commune_19571191,21.25,103.0,2011,8,24.643677,241.01257,22.131622,914.7639
2011-09-01,commune_19571191,21.25,103.0,2011,9,24.09671,295.25757,21.736786,915.6319
2011-10-01,commune_19571191,21.25,103.0,2011,10,22.063385,48.065186,18.672028,920.41516
2011-11-01,commune_19571191,21.25,103.0,2011,11,19.12976,18.939972,15.154327,921.73346
2011-12-01,commune_19571191,21.25,103.0,2011,12,15.272614,5.1498413,11.321411,923.90216
2012-01-01,commune_19571191,21.25,103.0,2012,1,15.412781,57.56378,12.464081,920.9525
2012-02-01,commune_19571191,21.25,103.0,2012,2,18.486023,8.75473,13.177063,918.2444
2012-03-01,commune_19571191,21.25,103.0,2012,3,20.874908,20.599365,14.137238,918.3041
2012-04-01,commune_19571191,21.25,103.0,2012,4,24.417053,60.253143,18.583954,916.4052
2012-05-01,commune_19571191,21.25,103.0,2012,5,25.390106,254.28772,21.371674,913.9783
2012-06-01,commune_19571191,21.25,103.0,2012,6,25.607452,310.9932,22.224213,911.71643
2012-07-01,commune_19571191,21.25,103.0,2012,7,24.520294,378.34167,22.02591,912.37115
2012-08-01,commune_19571191,21.25,103.0,2012,8,24.741425,290.96603,22.128143,913.4441
2012-09-01,commune_19571191,21.25,103.0,2012,9,23.813263,140.47623,21.28418,918.0239
2012-10-01,commune_19571191,21.25,103.0,2012,10,22.791626,52.814484,19.735748,920.51776
2012-11-01,commune_19571191,21.25,103.0,2012,11,21.672516,61.05423,18.539581,920.0502
2012-12-01,commune_19571191,21.25,103.0,2012,12,17.496002,34.9617,14.552765,921.2608
2013-01-01,commune_19571191,21.25,103.0,2013,1,15.878815,25.348663,12.900909,922.34924
2013-02-01,commune_19571191,21.25,103.0,2013,2,20.437103,15.277863,15.723114,920.70917
2013-03-01,commune_19571191,21.25,103.0,2013,3,22.089508,24.089813,14.275574,918.83905
2013-04-01,commune_19571191,21.25,103.0,2013,4,23.365875,108.89053,18.570496,916.56445
2013-05-01,commune_19571191,21.25,103.0,2013,5,24.803497,163.24997,21.300568,915.2999
2013-06-01,commune_19571191,21.25,103.0,2013,6,25.071198,250.96893,21.531586,913.1928
2013-07-01,commune_19571191,21.25,103.0,2013,7,24.6427,367.2409,22.294647,913.17267
2013-08-01,commune_19571191,21.25,103.0,2013,8,24.84137,315.85693,22.330353,913.63
2013-09-01,commune_19571191,21.25,103.0,2013,9,23.988037,206.3942,20.9982,916.9308
2013-10-01,commune_19571191,21.25,103.0,2013,10,21.576447,71.18225,17.503265,921.5341
2013-11-01,commune_19571191,21.25,103.0,2013,11,19.974213,35.648346,16.198517,922.3789
2013-12-01,commune_19571191,21.25,103.0,2013,12,14.003998,84.171295,10.108917,923.209
2014-01-01,commune_19571191,21.25,103.0,2014,1,15.390869,1.373291,10.388336,923.6753
2014-02-01,commune_19571191,21.25,103.0,2014,2,17.664886,13.446808,11.357269,919.0653
2014-03-01,commune_19571191,21.25,103.0,2014,3,21.584808,51.727295,15.263275,919.1986
2014-04-01,commune_19571191,21.25,103.0,2014,4,24.271332,131.66428,19.782318,917.59735
2014-05-01,commune_19571191,21.25,103.0,2014,5,25.630524,106.658936,21.309814,915.8214
2014-06-01,commune_19571191,21.25,103.0,2014,6,25.917603,237.92267,22.473938,912.5136
2014-07-01,commune_19571191,21.25,103.0,2014,7,24.996552,326.78604,22.651154,913.4695
2014-08-01,commune_19571191,21.25,103.0,2014,8,24.642914,296.28754,22.260773,915.177
2014-09-01,commune_19571191,21.25,103.0,2014,9,25.013245,196.72394,22.138733,916.54126
2014-10-01,commune_19571191,21.25,103.0,2014,10,22.495148,42.858124,19.057404,921.45764
2014-11-01,commune_19571191,21.25,103.0,2014,11,20.112518,65.546036,17.342804,921.7132
2014-12-01,commune_19571191,21.25,103.0,2014,12,15.6586,15.048981,12.019867,924.35944
2015-01-01,commune_19571191,21.25,103.0,2015,1,15.433075,52.814484,10.939789,923.4373
2015-02-01,commune_19571191,21.25,103.0,2015,2,17.85257,22.172928,12.709137,921.35046
2015-03-01,commune_19571191,21.25,103.0,2015,3,22.441803,47.035217,16.204865,919.8633
2015-04-01,commune_19571191,21.25,103.0,2015,4,23.660736,90.351105,17.164215,918.91376
2015-05-01,commune_19571191,21.25,103.0,2015,5,26.661469,161.41891,20.74057,914.97437
2015-06-01,commune_19571191,21.25,103.0,2015,6,25.992401,156.21185,22.059418,914.1825
2015-07-01,commune_19571191,21.25,103.0,2015,7,25.298248,294.34204,21.941254,913.5566
2015-08-01,commune_19571191,21.25,103.0,2015,8,25.033234,372.2763,22.584137,914.9864
2015-09-01,commune_19571191,21.25,103.0,2015,9,24.887909,168.22815,22.40158,917.59357
2015-10-01,commune_19571191,21.25,103.0,2015,10,22.696716,76.560974,19.882599,921.60175
2015-11-01,commune_19571191,21.25,103.0,2015,11,21.196808,52.18506,18.366455,922.2825
2015-12-01,commune_19571191,21.25,103.0,2015,12,16.496979,128.05939,14.297089,924.1663
2016-01-01,commune_19571191,21.25,103.0,2016,1,14.975433,54.87442,12.429962,922.85016
2016-02-01,commune_19571191,21.25,103.0,2016,2,15.130615,19.226074,10.596893,924.50995
2016-03-01,commune_19571191,21.25,103.0,2016,3,20.920776,16.880035,14.854218,919.9813
2016-04-01,commune_19571191,21.25,103.0,2016,4,24.690155,68.32123,18.371124,916.1953
2016-05-01,commune_19571191,21.25,103.0,2016,5,25.311737,167.14096,21.202362,915.78937
2016-06-01,commune_19571191,21.25,103.0,2016,6,25.993744,183.67767,22.467743,915.1781
2016-07-01,commune_19571191,21.25,103.0,2016,7,25.16632,238.72375,22.462097,914.7414
2016-08-01,commune_19571191,21.25,103.0,2016,8,25.305878,357.34177,22.856873,912.7439
2016-09-01,commune_19571191,21.25,103.0,2016,9,24.5643,191.8602,22.1698,916.54297
2016-10-01,commune_19571191,21.25,103.0,2016,10,24.007904,69.69452,20.877838,918.65546
2016-11-01,commune_19571191,21.25,103.0,2016,11,20.29654,81.768036,17.381744,921.9847
2016-12-01,commune_19571191,21.25,103.0,2016,12,17.446442,1.373291,13.270538,923.3144
2017-01-01,commune_19571191,21.25,103.0,2017,1,17.241486,82.5119,14.860565,922.8647
2017-02-01,commune_19571191,21.25,103.0,2017,2,17.41153,4.863739,12.279266,922.4447
2017-03-01,commune_19571191,21.25,103.0,2017,3,21.219513,62.54196,15.840424,919.0092
2017-04-01,commune_19571191,21.25,103.0,2017,4,23.084473,112.60986,18.566315,918.1321
2017-05-01,commune_19571191,21.25,103.0,2017,5,24.758514,86.23123,19.953613,916.99695
2017-06-01,commune_19571191,21.25,103.0,2017,6,25.997467,255.77545,22.368134,914.0737
2017-07-01,commune_19571191,21.25,103.0,2017,7,24.879242,360.775,22.615051,914.22327
2017-08-01,commune_19571191,21.25,103.0,2017,8,24.700378,410.614,22.600128,914.5611
2017-09-01,commune_19571191,21.25,103.0,2017,9,25.070526,190.65857,22.629974,917.20685
2017-10-01,commune_19571191,21.25,103.0,2017,10,22.677338,163.07831,19.944427,920.28656
2017-11-01,commune_19571191,21.25,103.0,2017,11,19.743774,18.310547,15.973175,922.166
2017-12-01,commune_19571191,21.25,103.0,2017,12,15.936981,52.871704,12.226105,924.13666
2018-01-01,commune_19571191,21.25,103.0,2018,1,15.737793,76.0746,12.6267395,920.795
2018-02-01,commune_19571191,21.25,103.0,2018,2,16.454071,14.247894,11.706757,921.93335
2018-03-01,commune_19571191,21.25,103.0,2018,3,20.134003,61.340332,15.311859,919.6939
2018-04-01,commune_19571191,21.25,103.0,2018,4,22.554596,151.23367,18.490753,918.78876
2018-05-01,commune_19571191,21.25,103.0,2018,5,24.820648,121.650696,20.980042,917.218
2018-06-01,commune_19571191,21.25,103.0,2018,6,24.839813,345.6688,22.420898,913.7139
2018-07-01,commune_19571191,21.25,103.0,2018,7,25.04129,408.0963,22.773407,911.7033
2018-08-01,commune_19571191,21.25,103.0,2018,8,24.294495,601.387,22.557281,912.4122
2018-09-01,commune_19571191,21.25,103.0,2018,9,24.594452,169.83032,21.798492,917.3642
2018-10-01,commune_19571191,21.25,103.0,2018,10,22.596893,77.27623,19.213837,922.0594
2018-11-01,commune_19571191,21.25,103.0,2018,11,20.469177,29.697418,16.75467,922.5006
2018-12-01,commune_19571191,21.25,103.0,2018,12,17.766144,42.2287,14.450714,923.3156
2019-01-01,commune_19571191,21.25,103.0,2019,1,17.029205,65.11688,14.3367,924.0105
2019-02-01,commune_19571191,21.25,103.0,2019,2,20.219482,18.081665,14.2986145,920.8393
2019-03-01,commune_19571191,21.25,103.0,2019,3,22.289673,17.795563,15.430634,918.52856
2019-04-01,commune_19571191,21.25,103.0,2019,4,25.355469,28.553009,18.040466,916.933
2019-05-01,commune_19571191,21.25,103.0,2019,5,27.22348,104.77066,20.633759,914.76733
2019-06-01,commune_19571191,21.25,103.0,2019,6,27.000519,107.28836,22.228455,913.8137
2019-07-01,commune_19571191,21.25,103.0,2019,7,25.635406,253.60107,22.725616,913.3842
2019-08-01,commune_19571191,21.25,103.0,2019,8,25.491486,294.97147,22.828278,913.04407
2019-09-01,commune_19571191,21.25,103.0,2019,9,24.141388,73.87161,20.693024,918.9422
2019-10-01,commune_19571191,21.25,103.0,2019,10,23.117401,58.76541,19.381622,921.33704
2019-11-01,commune_19571191,21.25,103.0,2019,11,20.399445,5.3215027,16.010925,922.3768
2019-12-01,commune_19571191,21.25,103.0,2019,12,16.091766,7.095337,10.745605,924.1417
2020-01-01,commune_19571191,21.25,103.0,2020,1,18.25418,6.122589,12.851532,921.6294
2020-02-01,commune_19571191,21.25,103.0,2020,2,18.602081,12.130737,13.038727,922.6863
2020-03-01,commune_19571191,21.25,103.0,2020,3,22.744995,51.956177,16.090973,918.3875
2020-04-01,commune_19571191,21.25,103.0,2020,4,21.782684,135.49805,17.178253,920.51013
2020-05-01,commune_19571191,21.25,103.0,2020,5,26.57074,60.367584,20.579865,916.3186
2020-06-01,commune_19571191,21.25,103.0,2020,6,26.138062,152.32086,21.913727,914.5136
2020-07-01,commune_19571191,21.25,103.0,2020,7,25.880524,188.71307,22.36148,914.9955
2020-08-01,commune_19571191,21.25,103.0,2020,8,24.753448,363.0066,22.608734,914.0136
2020-09-01,commune_19571191,21.25,103.0,2020,9,24.565369,297.5464,22.351044,916.7548
2020-10-01,commune_19571191,21.25,103.0,2020,10,21.358856,120.220184,18.68045,920.1161
2020-11-01,commune_19571191,21.25,103.0,2020,11,19.840607,4.4059753,15.939056,923.64056
2020-12-01,commune_19571191,21.25,103.0,2020,12,15.844391,0.2861023,11.963623,923.29626
2021-01-01,commune_19571191,21.25,103.0,2021,1,14.405975,8.75473,10.499664,922.76416
2021-02-01,commune_19571191,21.25,103.0,2021,2,18.441925,64.85939,14.366547,921.07904
2021-03-01,commune_19571191,21.25,103.0,2021,3,21.80777,26.779175,16.444183,918.96375
2021-04-01,commune_19571191,21.25,103.0,2021,4,23.49826,168.57147,19.45755,918.6181
2021-05-01,commune_19571191,21.25,103.0,2021,5,25.803436,106.14395,21.491425,916.22906
2021-06-01,commune_19571191,21.25,103.0,2021,6,25.570831,243.41583,22.36142,913.84106
2021-07-01,commune_19571191,21.25,103.0,2021,7,25.194214,294.68536,22.604767,913.7449
2021-08-01,commune_19571191,21.25,103.0,2021,8,24.99759,241.3559,22.341919,915.3794
2021-09-01,commune_19571191,21.25,103.0,2021,9,24.43277,135.26917,21.808563,917.8401
2021-10-01,commune_19571191,21.25,103.0,2021,10,21.942291,111.92322,19.632477,920.1242
2021-11-01,commune_19571191,21.25,103.0,2021,11,19.397552,40.283203,16.813232,922.29175
2021-12-01,commune_19571191,21.25,103.0,2021,12,15.577179,10.871887,12.039764,924.9841
2022-01-01,commune_19571191,21.25,103.0,2022,1,16.872253,71.26808,13.876312,921.5609
2022-02-01,commune_19571191,21.25,103.0,2022,2,16.00879,132.40814,12.959564,921.1672
2022-03-01,commune_19571191,21.25,103.0,2022,3,22.233307,74.55826,19.05484,918.2303
2022-04-01,commune_19571191,21.25,103.0,2022,4,22.460083,83.026886,17.99118,918.92224
2022-05-01,commune_19571191,21.25,103.0,2022,5,23.534088,245.70465,20.670746,915.8847
2022-06-01,commune_19571191,21.25,103.0,2022,6,25.042236,243.64471,22.244293,914.30493
2022-07-01,commune_19571191,21.25,103.0,2022,7,26.026398,149.11652,22.66391,914.18945
2022-08-01,commune_19571191,21.25,103.0,2022,8,25.077545,457.8781,22.5943,914.53107
2022-09-01,commune_19571191,21.25,103.0,2022,9,24.166595,165.25269,21.51596,917.5455
2022-10-01,commune_19571191,21.25,103.0,2022,10,22.210663,58.59375,18.131378,921.91547
2022-11-01,commune_19571191,21.25,103.0,2022,11,21.172516,44.517517,17.350403,920.97
2022-12-01,commune_19571191,21.25,103.0,2022,12,16.083496,20.198822,12.494171,923.22876
2023-01-01,commune_19571191,21.25,103.0,2023,1,15.282623,1.3160706,10.884064,923.3003
2023-02-01,commune_19571191,21.25,103.0,2023,2,18.862732,6.6661835,13.411835,921.6511
2023-03-01,commune_19571191,21.25,103.0,2023,3,21.414886,20.227432,16.076508,920.3122
2023-04-01,commune_19571191,21.25,103.0,2023,4,25.10321,29.296875,18.116486,916.3791
2023-05-01,commune_19571191,21.25,103.0,2023,5,26.575317,71.46835,20.449799,916.0068
2023-06-01,commune_19571191,21.25,103.0,2023,6,26.022675,220.92819,22.245575,914.24884
2023-07-01,commune_19571191,21.25,103.0,2023,7,26.321136,166.16821,22.45401,914.5
2023-08-01,commune_19571191,21.25,103.0,2023,8,24.58548,391.33072,22.59842,914.16284
2023-09-01,commune_19571191,21.25,103.0,2023,9,25.000946,194.83566,22.1539,916.7857
2023-10-01,commune_19571191,21.25,103.0,2023,10,23.299194,89.89334,20.238037,921.54663
2023-11-01,commune_19571191,21.25,103.0,2023,11,20.042877,26.550293,16.860321,923.82263
2023-12-01,commune_19571191,21.25,103.0,2023,12,17.99942,10.814667,14.543793,924.2955
2024-01-01,commune_19571191,21.25,103.0,2024,1,17.202362,27.236938,13.933411,923.3003
2024-02-01,commune_19571191,21.25,103.0,2024,2,20.123566,4.005432,12.599396,921.6316
2024-03-01,commune_19571191,21.25,103.0,2024,3,22.18637,18.59665,15.199188,919.5466
2024-04-01,commune_19571191,21.25,103.0,2024,4,27.131683,13.446808,18.213013,915.33344
2024-05-01,commune_19571191,21.25,103.0,2024,5,25.35263,228.53851,21.700806,916.7595
2024-06-01,commune_19571191,21.25,103.0,2024,6,25.70044,351.04752,23.060944,914.46594
2024-07-01,commune_19571191,21.25,103.0,2024,7,25.424225,382.17545,23.035553,913.41675
2024-08-01,commune_19571191,21.25,103.0,2024,8,24.507355,416.62216,22.643768,915.74304
2024-09-01,commune_19571191,21.25,103.0,2024,9,24.665985,352.02026,22.56131,915.33826
2024-10-01,commune_19571191,21.25,103.0,2024,10,23.04013,47.893524,19.776947,920.65826
2024-11-01,commune_19571191,21.25,103.0,2024,11,20.355316,5.0354004,15.779083,922.84406
2024-12-01,commune_19571191,21.25,103.0,2024,12,17.086823,7.0381165,13.568695,923.1492
2025-01-01,commune_19571191,21.25,103.0,2025,1,15.276428,0.91552734,10.084015,923.19806
2025-02-01,commune_19571191,21.25,103.0,2025,2,18.349518,15.163422,13.510498,922.05914
2025-03-01,commune_19571191,21.25,103.0,2025,3,21.156128,8.010864,14.05484,919.9578
2025-04-01,commune_19571191,21.25,103.0,2025,4,23.653412,68.26401,18.692596,918.58704
2025-05-01,commune_19571191,21.25,103.0,2025,5,24.921295,164.7377,21.174286,916.71436
2025-06-01,commune_19571191,21.25,103.0,2025,6,25.351288,248.909,22.592255,914.2754
2025-07-01,commune_19571191,21.25,103.0,2025,7,24.552155,561.2755,22.547638,912.20404
2010-01-01,commune_19571192,22.0,103.25,2010,1,17.303131,39.424896,13.405426,930.4387
2010-02-01,commune_19571192,22.0,103.25,2010,2,19.217194,64.54468,11.172913,926.6987
2010-03-01,commune_19571192,22.0,103.25,2010,3,21.157928,65.574646,14.000977,927.1714
2010-04-01,commune_19571192,22.0,103.25,2010,4,23.712616,246.44852,18.84668,925.2456
2010-05-01,commune_19571192,22.0,103.25,2010,5,25.938263,303.2112,22.631866,921.7103
2010-06-01,commune_19571192,22.0,103.25,2010,6,25.759918,441.51306,23.058807,921.9163
2010-07-01,commune_19571192,22.0,103.25,2010,7,25.868439,386.12366,23.09787,921.8706
2010-08-01,commune_19571192,22.0,103.25,2010,8,25.573395,205.24979,22.558746,922.8172
2010-09-01,commune_19571192,22.0,103.25,2010,9,25.12082,218.9827,22.47293,924.40625
2010-10-01,commune_19571192,22.0,103.25,2010,10,22.842072,54.70276,18.836243,927.54
2010-11-01,commune_19571192,22.0,103.25,2010,11,19.314941,47.779083,14.901123,930.132
2010-12-01,commune_19571192,22.0,103.25,2010,12,17.53061,72.49832,14.874359,927.9216
2011-01-01,commune_19571192,22.0,103.25,2011,1,12.98587,78.79257,11.121155,930.7753
2011-02-01,commune_19571192,22.0,103.25,2011,2,16.917755,34.9617,13.985016,926.9958
2011-03-01,commune_19571192,22.0,103.25,2011,3,17.224182,127.02942,14.4878845,929.53876
2011-04-01,commune_19571192,22.0,103.25,2011,4,22.184235,176.63956,19.426147,926.53064
2011-05-01,commune_19571192,22.0,103.25,2011,5,24.114227,312.02316,21.090302,923.46216
2011-06-01,commune_19571192,22.0,103.25,2011,6,25.38916,412.2162,23.072296,919.7134
2011-07-01,commune_19571192,22.0,103.25,2011,7,25.88498,269.27948,22.942108,920.233
2011-08-01,commune_19571192,22.0,103.25,2011,8,25.35852,230.94177,22.615997,922.2239
2011-09-01,commune_19571192,22.0,103.25,2011,9,24.786163,213.20343,22.178192,923.28186
2011-10-01,commune_19571192,22.0,103.25,2011,10,22.293854,62.026978,19.066559,928.41516
2011-11-01,commune_19571192,22.0,103.25,2011,11,19.241089,15.106201,15.980499,929.8134
